Taxon,Cluster
SRR7176109,36
SRR11141285,36
SRR7190254,36
ERR449120,36
SRR3662771,36
SRR8722771,36
SRR11141695,36
SRR3661356,36
SRR3661413,36
SRR7189941,36
SRR11130083,36
SRR7176349,36
SRR8721918,36
SRR7176232,36
SRR8722121,36
SRR7190710,36
SRR11141025,36
SRR8722072,36
SRR11140915,36
SRR3662289,36
SRR8722472,36
SRR7189862,36
SRR3661216,36
SRR11130454,36
SRR7190670,36
SRR7190030,36
SRR8722443,36
SRR11141087,36
SRR3663249,36
ERR433573,36
SRR7190198,36
SRR11130148,36
SRR3663168,36
SRR11130294,36
SRR11152969,36
SRR3661476,36
SRR3663194,36
SRR8726675,36
SRR11152629,36
SRR8722480,36
SRR7190507,36
SRR3662852,36
SRR11141268,36
SRR8726281,36
SRR2072218,36
SRR7176559,36
SRR7176136,36
SRR8725091,36
SRR8722764,36
SRR3661532,36
SRR8722269,36
SRR8722226,36
SRR3662603,36
SRR8725721,36
SRR3662915,36
SRR8725033,36
SRR3663242,36
SRR3662605,36
SRR8722718,36
SRR8726117,36
SRR11153044,36
SRR7183316,36
SRR3662403,36
SRR2072252,36
SRR3663021,36
SRR11152333,36
SRR7190432,36
SRR7175784,36
SRR8725403,36
SRR7190225,36
SRR7176348,36
SRR8725087,36
ERR425461,36
SRR11152254,36
SRR3661240,36
SRR11141486,36
SRR8722296,36
SRR3662807,36
SRR3661330,36
SRR3662985,36
ERR449212,36
SRR7183365,36
SRR11152925,36
SRR7183703,36
SRR8725593,36
SRR3662075,36
SRR11130892,36
SRR8721869,36
ERR586451,36
SRR11141172,36
SRR7183361,36
SRR3663298,36
SRR7189899,36
SRR3662448,36
SRR7190055,36
SRR7190240,36
SRR11130362,36
SRR11130303,36
SRR3661462,36
SRR7184069,36
SRR3661474,36
SRR11140990,36
SRR11141313,36
SRR3663180,36
SRR8722687,36
SRR7189889,36
SRR11141381,36
SRR7183228,36
SRR3662779,36
SRR7190021,36
SRR11130768,36
SRR7183771,36
SRR7190121,36
SRR8722025,36
SRR3661432,36
SRR11152558,36
SRR7189803,36
SRR8725351,36
SRR8722822,36
SRR8724987,36
SRR8722134,36
SRR7190574,36
SRR3662467,36
SRR11141146,36
SRR7190583,36
SRR3661965,36
SRR7183446,36
SRR7183468,36
SRR8722729,36
SRR7189841,36
SRR8725635,36
SRR11130124,36
SRR8722709,36
SRR7190417,36
SRR11152624,36
SRR8726582,36
SRR7183755,36
SRR8726720,36
SRR3662238,36
SRR3663172,36
SRR8722109,36
SRR11141440,36
SRR11141305,36
SRR8726382,36
SRR11140883,36
SRR8726684,36
SRR11130137,36
SRR7183473,36
SRR7190073,36
SRR11152544,36
SRR3663175,36
SRR7190253,36
SRR3661978,36
SRR11152922,36
SRR8724988,36
SRR8725944,36
SRR8726425,36
SRR7175724,36
SRR8725547,36
SRR11130171,36
SRR3662924,36
SRR7190103,36
SRR11140991,36
SRR8725321,36
SRR7183384,36
SRR3663153,36
SRR8725663,36
SRR11140973,36
SRR7183637,36
SRR7184108,36
SRR7183237,36
SRR7183820,36
SRR8722773,36
SRR8726249,36
SRR11141243,36
SRR11152711,36
SRR7183680,36
SRR7189861,36
SRR8722000,36
SRR7190700,36
SRR11130258,36
SRR2072214,36
SRR3661738,36
SRR7176086,36
SRR3662335,36
SRR11130898,36
SRR11141278,36
SRR7176113,36
SRR3660726,36
SRR11141145,36
SRR3661463,36
SRR8722271,36
SRR11152482,36
SRR11152729,36
SRR7183709,36
SRR7176261,36
SRR8722847,36
SRR7183862,36
SRR3662449,36
SRR8726231,36
SRR7190263,36
SRR7190146,36
SRR3663444,36
SRR8725075,36
SRR7176416,36
SRR11152651,36
SRR7175749,36
SRR8725805,36
SRR8726243,36
SRR11152956,36
SRR3661675,36
SRR7184055,36
SRR8725213,36
SRR3663197,36
SRR8722159,36
SRR11130891,36
SRR8722219,36
SRR11152316,36
SRR3662197,36
SRR11152577,36
SRR11152270,36
SRR3661992,36
SRR7176670,36
SRR11130616,36
SRR3663029,36
SRR3662739,36
SRR3662949,36
SRR3662242,36
SRR7183309,36
ERR433525,36
SRR8725384,36
SRR7175841,36
SRR7183233,36
SRR7190192,36
SRR8726371,36
SRR11141597,36
SRR3662244,36
SRR11141228,36
SRR3661883,36
SRR3662847,36
SRR7172172,36
SRR3662913,36
SRR7176640,36
SRR11152607,36
SRR8721962,36
SRR3662908,36
SRR11141455,36
SRR8726072,36
SRR3662746,36
SRR7183859,36
SRR3661828,36
SRR3661975,36
SRR7183626,36
ERR326475,36
SRR8726536,36
SRR11141199,36
SRR7175782,36
SRR11152401,36
SRR7190522,36
SRR8722376,36
SRR8726142,36
SRR8725665,36
SRR11152642,36
SRR7175926,36
SRR8722295,36
SRR11130636,36
SRR11141277,36
SRR3661328,36
SRR3662911,36
SRR7190538,36
SRR3663291,36
SRR11140974,36
SRR7190310,36
SRR11152924,36
SRR7190311,36
ERR434015,36
SRR11152862,36
SRR3663244,36
SRR8722470,36
SRR11130300,36
SRR11152648,36
SRR7190694,36
SRR7183696,36
SRR7183681,36
SRR3661991,36
SRR8726138,36
SRR7183897,36
ERR460204,36
SRR3663203,36
SRR11141294,36
SRR11141023,36
SRR3663245,36
SRR7176096,36
SRR7190703,36
SRR11141072,36
SRR11152566,36
ERR460198,36
SRR8722241,36
SRR8726224,36
SRR8726023,36
SRR8725515,36
SRR11152487,36
SRR11152634,36
SRR7190124,36
SRR11152260,36
SRR11152708,36
SRR7183700,36
SRR8725814,36
SRR11130254,36
SRR11141791,36
SRR3661417,36
SRR7176333,36
ERR326564,36
SRR7190634,36
SRR8725482,36
SRR8726443,36
SRR7183924,36
SRR11153005,36
SRR3661439,36
SRR3661979,36
SRR3662890,36
SRR7190130,36
SRR8726227,36
SRR8722224,36
SRR11141648,36
SRR7183788,36
SRR8726285,36
SRR8725093,36
SRR11153051,36
SRR7175918,36
SRR11141188,36
SRR8721988,36
SRR7184091,36
SRR7190542,36
SRR11130071,36
SRR7176181,36
SRR11130302,36
SRR7190407,36
SRR8726361,36
SRR8725196,36
SRR3661897,36
SRR3662901,36
SRR8722672,36
SRR8726682,36
SRR11140999,36
SRR7190637,36
SRR7183308,36
SRR7183946,36
SRR11129950,36
SRR3661231,36
SRR3662046,36
SRR7175796,36
SRR11152560,36
SRR11152683,36
SRR11129956,36
SRR8725393,36
SRR7183699,36
SRR8726126,36
SRR3662143,36
SRR8726709,36
SRR11152926,36
SRR7190699,36
SRR8726528,36
SRR7183997,36
SRR11152777,36
SRR7176495,36
SRR8725246,36
SRR11129933,36
SRR11130286,36
SRR3661274,36
SRR7190701,36
SRR11141179,36
SRR8722678,36
SRR8722301,36
SRR8725307,36
SRR7176092,36
SRR11141750,36
SRR3661208,36
SRR11141257,36
SRR3662077,36
SRR11152644,36
SRR8722457,36
SRR7176119,36
SRR3661211,36
SRR2072329,36
SRR3663160,36
SRR7183475,36
SRR3662889,36
SRR8726366,36
SRR2072231,36
SRR3662923,36
SRR3662249,36
SRR7184100,36
SRR3661207,36
SRR3662096,36
SRR8726305,36
SRR7175830,36
SRR3661206,36
SRR3662928,36
SRR11152696,36
SRR3661827,36
SRR8726160,36
SRR7190050,36
SRR11141058,36
SRR3663259,36
SRR3660567,36
SRR11130270,36
SRR7190343,36
SRR11141777,36
SRR8722262,36
ERR433511,36
SRR11130626,36
SRR11152914,36
SRR8722119,36
SRR8725579,36
SRR11130159,36
SRR8726358,36
SRR7183830,36
SRR7190272,36
SRR8725309,36
SRR7175995,36
ERR742611,36
SRR3661676,36
SRR11152710,36
SRR3661990,36
SRR7190194,36
SRR3663185,36
SRR7175993,36
SRR7176408,36
SRR7190217,36
SRR11130722,36
SRR3662291,36
SRR8726327,36
SRR7190632,36
SRR8725388,36
ERR433545,36
SRR8722100,36
SRR7183461,36
SRR8722207,36
SRR11152506,36
SRR3662439,36
SRR3662030,36
SRR7190147,36
SRR7190638,36
SRR7189777,36
SRR3661286,36
SRR8722461,36
SRR11130278,36
SRR11152764,36
SRR7190143,36
SRR8726228,36
SRR11130833,36
SRR8722215,36
SRR3661929,36
SRR3663316,36
SRR11152782,36
SRR7184073,36
SRR11130453,36
SRR3661346,36
SRR8725437,36
SRR7190605,36
SRR8725455,36
SRR3662762,36
ERR876487,36
SRR11152646,36
SRR3662912,36
SRR11130691,36
SRR7175897,36
SRR3662085,36
SRR3661521,36
SRR7190317,36
SRR3661880,36
SRR7183264,36
SRR7183452,36
SRR3663095,19
SRR8725656,19
ERR449143,19
ERR506065,19
SRR3663174,19
SRR8726097,19
SRR8726367,19
SRR11130077,19
ERR505887,19
ERR586458,19
SRR11130281,19
SRR7176037,19
SRR8722081,19
ERR578031,19
SRR7183665,19
SRR3662411,19
SRR7184034,19
ERR501464,19
ERR506049,19
SRR8725855,19
SRR3661712,19
SRR11152256,19
SRR11141589,19
SRR7175985,19
ERR600097,19
ERR505763,19
SRR3663229,19
SRR7176355,19
SRR3662340,19
ERR506002,19
SRR11152362,19
ERR506018,19
ERR501475,19
SRR8721853,19
SRR8722125,19
ERR600101,19
SRR8726605,19
ERR505853,19
ERR506046,19
ERR425463,19
ERR433648,19
SRR11152701,19
SRR7175900,19
SRR7175937,19
SRR7176224,19
SRR3662405,19
SRR2072258,19
ERR433697,19
SRR7172177,19
ERR505885,19
SRR7184095,19
ERR425462,19
SRR11152382,19
SRR7176257,19
SRR8725132,19
SRR8726103,19
ERR433927,19
ERR505884,19
SRR8725249,19
SRR7183566,19
SRR11152687,19
SRR3662487,19
SRR8725250,19
ERR501462,19
SRR8726201,19
SRR3662609,19
SRR7183449,19
ERR433654,19
SRR8721875,19
ERR505855,19
SRR7176608,19
SRR11140857,19
ERR505796,19
SRR8722142,19
SRR8725557,19
SRR11141167,19
ERR433657,19
SRR7176426,19
ERR506008,19
SRR7183805,19
ERR600098,19
SRR11152606,19
ERR505843,19
SRR3662860,19
SRR7175882,19
SRR7176593,19
SRR7176623,19
ERR505863,19
SRR11130832,19
SRR2072313,19
SRR3662425,19
SRR8725430,19
SRR8725433,19
SRR7183671,19
ERR425498,19
SRR11152693,19
ERR425444,19
SRR3662948,19
SRR8725190,19
ERR505997,19
SRR7176039,19
SRR8725730,19
ERR505765,19
ERR505746,19
ERR433916,19
ERR433979,19
SRR3662412,19
SRR11130242,19
SRR3661261,19
SRR3662485,19
ERR433985,19
ERR433971,19
ERR506026,19
SRR7176639,19
ERR586450,19
ERR433941,19
ERR505740,19
SRR7176575,19
SRR7175736,19
SRR7183335,19
ERR586421,19
ERR425491,19
SRR3660574,19
SRR11130072,19
SRR7176279,19
SRR7184138,19
ERR600089,19
SRR7183711,19
ERR506062,19
ERR449155,19
ERR505807,19
SRR11152700,19
ERR425453,19
ERR742623,19
SRR7183714,19
SRR8721874,19
SRR11152691,19
SRR8722150,19
SRR11130255,19
ERR433605,19
SRR3663113,19
ERR501483,19
SRR11130821,19
SRR11152529,19
ERR742639,19
SRR7176479,19
SRR7184032,19
SRR3662798,19
SRR3662255,19
ERR433913,19
SRR8721917,19
SRR8726088,19
SRR11152688,19
SRR8722087,19
SRR7183744,19
SRR11152598,19
SRR11141562,19
SRR8725564,19
SRR3660586,19
SRR7183325,19
SRR8722398,19
ERR433716,19
SRR3661419,19
SRR3662274,19
SRR7176613,19
ERR586431,19
ERR586441,19
SRR7183494,19
ERR433603,19
SRR7176384,19
SRR8725406,19
ERR586449,19
SRR8725456,19
SRR8722674,19
SRR7176525,19
ERR506041,19
SRR8722658,19
ERR433921,19
ERR433933,19
SRR7176489,19
ERR505874,19
SRR7176527,19
SRR7175928,19
SRR11141610,19
ERR425476,19
SRR3661815,19
ERR600213,19
ERR505882,19
SRR3661993,19
ERR505888,19
SRR7183785,19
ERR506067,19
ERR505743,19
SRR7176194,19
ERR586422,19
SRR7176169,19
SRR11130231,19
ERR506061,19
SRR7183791,19
ERR586406,19
ERR506006,19
ERR433917,19
SRR8722348,19
SRR8725228,19
ERR425448,19
SRR11152679,19
SRR8726677,19
SRR8725330,19
SRR7176650,19
ERR433980,19
SRR8725851,19
SRR3662296,19
SRR7176647,19
ERR433943,19
SRR11140853,19
ERR600084,19
SRR3661647,19
SRR3663005,19
SRR8722067,19
SRR8722255,19
SRR7184023,19
SRR11141813,19
SRR3661995,19
ERR505875,19
ERR506058,19
SRR3662366,19
ERR506032,19
SRR8725298,19
SRR3661480,19
SRR3662757,19
SRR7175970,19
ERR662370,19
SRR3662983,19
SRR11153047,19
ERR505799,19
ERR600090,19
SRR7175896,19
SRR8725363,19
ERR433699,19
SRR7183348,19
SRR8722082,19
SRR8725037,19
ERR434004,19
ERR506011,19
ERR505856,19
ERR505860,19
ERR433931,19
SRR11152698,19
SRR7176044,19
SRR8726475,19
SRR3661518,19
SRR8726403,15
SRR11130474,15
SRR7176276,15
SRR3661619,15
SRR8722598,15
ERR586443,15
ERR425423,15
SRR3662773,15
ERR568776,15
SRR11152381,15
SRR11130769,15
SRR7184185,15
SRR11152314,15
ERR433721,15
SRR7189842,15
SRR7176383,15
SRR7190618,15
SRR7183284,15
SRR7183818,15
SRR8722306,15
SRR8722345,15
ERR433526,15
SRR11141745,15
SRR7176656,15
SRR7175971,15
SRR7176145,15
SRR11130689,15
ERR742647,15
ERR449213,15
SRR3660564,15
SRR3661638,15
SRR7184193,15
SRR11153062,15
SRR7175863,15
SRR11141485,15
ERR662369,15
ERR742653,15
SRR3663448,15
SRR11141260,15
SRR11153019,15
SRR8721978,15
SRR8725293,15
SRR7176251,15
SRR7183508,15
SRR8726067,15
SRR8722095,15
SRR8722130,15
SRR8725162,15
SRR11152538,15
SRR8726470,15
SRR11141377,15
SRR8725566,15
SRR3661868,15
SRR3661826,15
SRR8725916,15
SRR7176205,15
SRR7176302,15
SRR8726518,15
SRR7183267,15
SRR7176043,15
SRR7189888,15
SRR3663282,15
ERR742635,15
SRR11130364,15
SRR7190195,15
SRR7183579,15
SRR11152565,15
SRR8726104,15
SRR7189753,15
ERR326593,15
SRR8722539,15
SRR11141321,15
SRR7172222,15
SRR3662322,17
SRR11152997,17
SRR7176512,17
SRR11152962,17
SRR3662379,17
SRR3661649,17
ERR433536,17
SRR7176507,17
SRR7183851,17
SRR7189748,17
SRR3661720,17
SRR8725337,17
ERR326539,17
SRR8726562,17
SRR11140941,17
SRR8726408,17
SRR7175742,17
SRR8725528,17
SRR3661349,17
SRR8725897,17
SRR7176396,17
SRR11152491,17
SRR11152963,17
SRR8726213,17
SRR7183958,17
SRR11130006,17
SRR11141412,17
SRR11152893,17
SRR7176267,17
SRR8725181,17
SRR7189873,17
ERR326459,17
ERR876486,17
ERR586455,17
SRR8725967,17
SRR7176386,17
ERR433775,17
SRR8725821,17
SRR11152277,17
SRR11130872,17
SRR8726038,17
SRR11140899,17
SRR7183349,17
SRR11140900,17
SRR11130819,17
SRR7183496,17
SRR11152855,17
SRR7175894,17
SRR7176271,17
SRR8726681,17
SRR7176250,17
SRR11141244,17
SRR3661631,17
SRR11130024,17
SRR3662435,17
ERR742640,17
SRR8725780,17
SRR8725708,17
SRR3661780,17
SRR7184194,17
ERR326582,17
SRR11129939,17
SRR11152494,17
SRR8725875,17
SRR8725586,17
SRR7184146,17
SRR3661742,17
SRR11130790,17
SRR8722253,17
SRR3661639,17
SRR11152435,17
SRR7175960,17
SRR8722123,17
SRR7176595,17
SRR7183812,17
SRR8722229,17
SRR3663458,17
SRR3661217,17
SRR7190002,17
SRR7175718,17
SRR11152540,17
SRR11130806,17
ERR425398,17
SRR8722716,17
SRR3662958,17
SRR8725535,17
SRR11141114,17
SRR11141163,17
ERR876489,17
SRR8726006,17
SRR11130486,17
SRR8726065,17
ERR326503,17
SRR7176601,17
SRR7190543,17
SRR7176654,17
SRR11141804,17
SRR11141547,17
SRR8725845,17
SRR11130220,17
SRR11130504,17
SRR3661715,17
SRR7176199,17
SRR11141320,17
SRR3662722,17
SRR7190085,17
SRR8725572,50
SRR3662051,50
SRR8726062,50
SRR8726637,50
SRR11141479,50
SRR3662465,50
SRR3663465,50
ERR742659,50
SRR11141539,50
SRR7184016,50
SRR8722738,50
SRR3662031,50
SRR8722447,50
SRR7190447,50
SRR11130427,50
SRR7190445,50
SRR7190394,50
SRR8725366,50
SRR7183978,50
SRR3661983,50
SRR7190560,50
SRR7189886,50
SRR3663335,50
SRR8725460,50
SRR7176281,50
SRR3661202,50
SRR7184064,50
SRR7190405,50
SRR11130265,50
SRR3661838,50
SRR11130133,50
SRR3663240,50
SRR11130837,50
SRR3663217,50
SRR7189989,50
SRR7190138,50
SRR8725327,50
SRR11141068,50
SRR11152831,50
SRR7190179,50
SRR7189795,50
SRR8722634,50
SRR7190095,50
SRR8726320,50
SRR7190409,50
SRR2072301,50
SRR7190264,50
SRR8726047,50
SRR11130440,50
SRR7190452,50
SRR11141062,50
SRR7189970,50
SRR7189921,50
ERR433722,50
SRR11130091,50
SRR7190724,50
SRR11130117,50
SRR7190280,50
SRR3661531,50
SRR11152745,50
SRR8726165,50
SRR7190345,50
SRR11152330,50
ERR449198,50
ERR600099,50
SRR11141014,50
SRR11141396,50
SRR3662753,50
ERR876467,50
SRR3661539,50
SRR11152857,50
SRR7189791,50
SRR8725972,50
SRR11130655,50
SRR7176167,50
SRR3662293,50
ERR425471,50
SRR7189756,50
SRR11141119,50
SRR8726688,50
SRR11130335,50
ERR876488,50
SRR11152907,50
SRR8725616,50
SRR3663597,50
SRR8722713,50
SRR8725698,50
SRR7190399,50
SRR2072216,50
SRR3663365,50
SRR7190102,50
SRR7189492,50
SRR11141040,50
SRR3662484,50
SRR11141373,50
SRR11140918,50
SRR8722482,50
SRR8722682,50
SRR8726616,50
SRR3660593,50
SRR3662315,50
SRR7190726,50
SRR8725587,50
SRR3660601,50
SRR7190600,50
SRR7176481,50
SRR3663058,50
SRR11130867,50
SRR11130712,50
SRR7190396,50
SRR11141655,50
SRR7190184,50
SRR8725207,50
SRR7189801,50
SRR7189819,50
SRR8725237,50
SRR7189856,50
SRR8722249,50
SRR11130381,50
SRR8726481,50
SRR7190451,50
SRR11141825,50
SRR3661679,50
SRR11152490,50
SRR7190598,50
SRR7190601,50
SRR3662429,50
SRR11141043,50
SRR11141456,50
SRR11141371,50
SRR3663226,50
SRR7190281,50
SRR3661326,50
SRR8725570,50
SRR3660725,50
SRR8726238,50
SRR11141312,50
SRR11129949,50
SRR3661797,50
SRR11130676,50
SRR7189967,50
SRR8725036,50
SRR8725490,50
SRR8726525,50
SRR7189883,50
SRR8726636,50
SRR7190450,50
SRR11129946,50
SRR8722730,50
SRR3662472,50
SRR7176478,50
SRR7190350,50
SRR7172171,50
SRR2072311,50
SRR7176630,50
SRR8726323,50
SRR8725202,50
SRR8725310,50
SRR3662818,50
ERR742637,50
SRR8722069,50
SRR7190189,50
SRR8726322,50
SRR3663122,50
ERR505999,50
SRR11153015,50
SRR8726570,50
SRR7190182,50
SRR3662952,50
SRR11130594,50
SRR8725661,50
SRR7190659,50
SRR7190174,50
SRR7189988,50
SRR8725727,50
SRR7190322,50
SRR7190355,50
SRR3663265,50
SRR7176571,50
SRR11152524,50
SRR7190014,50
SRR8722016,50
SRR11141185,50
SRR8725551,50
SRR8726520,50
SRR11141408,50
SRR7189963,50
SRR7190490,50
SRR7190353,50
SRR8725224,50
SRR7190421,50
SRR11152994,50
SRR8721972,50
SRR11129977,50
SRR3663181,50
SRR11130403,50
SRR11141834,50
SRR7190597,50
SRR8726429,50
SRR11141473,50
SRR3662067,50
SRR7189820,50
SRR3662040,50
SRR11141370,50
SRR2072267,50
SRR7190093,50
SRR8725329,50
SRR11152421,50
SRR7190175,50
SRR8726685,50
SRR3663380,50
SRR3661802,50
SRR11130215,50
SRR3663167,50
SRR7190400,50
SRR11152692,50
SRR11152360,50
SRR7189964,50
SRR8721899,50
SRR3663315,50
SRR7189939,50
SRR7190177,50
SRR7190645,50
SRR7189986,50
SRR3662376,50
SRR8725808,50
SRR11152875,50
SRR7190657,50
SRR11152480,50
SRR11130034,50
SRR8726197,50
SRR7189789,50
SRR7190525,50
SRR7190523,50
SRR8725843,50
SRR3661381,50
SRR8725903,50
SRR11141736,50
SRR3662050,50
SRR3663288,50
SRR7172242,50
ERR505767,50
SRR7190446,50
SRR7189813,50
SRR7190406,50
SRR7189977,50
SRR11152551,50
SRR11152486,50
SRR8726135,50
SRR8726581,50
SRR3662320,50
SRR3663372,50
SRR11141835,50
SRR8726541,50
SRR7190448,50
SRR11141226,50
SRR7172218,50
SRR7190596,50
SRR7183324,50
SRR11141452,50
SRR7183352,50
SRR11152787,50
SRR3661642,50
SRR7175702,50
SRR7190717,50
SRR2072352,50
SRR7190397,50
SRR2072271,50
ERR425401,50
SRR8722728,50
SRR3663373,50
SRR8722490,50
SRR3662354,50
SRR7190017,50
SRR2072272,50
SRR7189992,50
SRR8725471,50
SRR3661529,50
SRR7190178,50
SRR7190305,50
SRR7172183,50
ERR326574,50
SRR11152747,50
SRR11152495,50
ERR505846,50
SRR7189968,50
SRR8725807,50
SRR8721861,50
SRR3661288,50
SRR11130777,50
SRR11130638,50
SRR8722152,50
SRR7190144,50
SRR11152345,50
SRR11141824,50
SRR8726140,50
SRR11141628,50
SRR2072326,50
SRR7190565,50
SRR7190034,50
SRR7190580,50
SRR8725063,50
SRR11129988,50
SRR7183887,50
SRR7190392,50
SRR7189940,50
SRR8722444,50
SRR3661213,50
SRR11141593,50
SRR8725332,50
SRR3662247,50
SRR3661659,50
SRR8726476,50
SRR3662363,50
SRR7190477,50
SRR7190486,50
SRR7190566,50
SRR7190449,50
SRR11141346,50
SRR11152310,50
SRR7189995,50
SRR11130574,50
SRR3661214,50
SRR7190709,50
SRR11141617,50
SRR11141536,50
SRR2072232,50
SRR7190323,50
SRR7190524,50
SRR8725053,50
SRR7176433,50
SRR11140919,50
SRR3662267,50
SRR3663078,50
SRR11130835,50
SRR11152505,50
SRR8726215,50
SRR11140914,50
SRR3663383,50
ERR433944,50
SRR7190162,50
SRR7189792,50
SRR7189845,50
SRR3661502,50
SRR7190012,50
SRR7189960,50
SRR11141246,50
SRR3662491,50
SRR8725556,50
SRR8722689,50
SRR3662350,50
SRR11130800,50
SRR7190101,50
SRR8726557,50
SRR11141557,50
SRR11130531,50
SRR11129965,50
SRR11130744,50
SRR3661273,50
SRR11141104,50
SRR7190347,50
SRR8725659,50
SRR3662000,50
SRR11140896,50
SRR7189985,50
SRR8722805,50
SRR8726089,50
SRR7189959,50
SRR11130169,50
SRR11141780,50
SRR7189764,50
SRR8722504,50
SRR8725895,50
SRR11130713,50
SRR8725262,50
SRR3663289,50
SRR11129993,50
SRR3661643,50
SRR11141032,50
SRR3661928,50
SRR7189752,50
SRR8725806,50
SRR11129955,50
SRR8722371,50
SRR11152746,50
SRR7189912,50
SRR3661654,50
SRR3662921,50
SRR3662316,50
SRR7189887,50
SRR7190685,50
SRR7190725,50
SRR7190631,50
SRR11152323,50
SRR8726508,50
ERR742631,50
SRR8722594,50
SRR8725634,50
SRR7183218,50
SRR7176012,50
SRR3663269,50
SRR8725715,50
SRR7190494,50
SRR11152848,50
SRR7176591,50
SRR7189799,50
SRR7190389,50
ERR433723,50
SRR7189978,50
SRR3663469,50
SRR11130799,50
SRR8726661,50
SRR8725773,50
SRR11130547,50
SRR7183271,50
SRR11152789,50
SRR3663042,50
SRR11152640,50
SRR11130667,50
SRR3662112,50
SRR7190401,50
SRR7190245,50
SRR11141332,50
SRR8725985,50
SRR7190531,50
SRR8722160,50
SRR2072257,50
SRR7190173,50
SRR3661342,50
SRR2072297,50
ERR326566,50
SRR7190094,50
SRR7176574,50
SRR8722734,50
SRR7190307,50
SRR11152877,50
SRR11130463,50
SRR7190398,50
SRR7189969,50
SRR7190349,50
SRR8722592,50
ERR505808,50
SRR11141714,50
SRR11130299,50
SRR8725852,50
SRR11130184,50
SRR3662328,50
SRR11130899,50
ERR449116,50
SRR7190384,50
SRR2072243,50
SRR2072280,50
SRR7190658,50
SRR3662005,50
SRR7190013,50
SRR7190351,50
SRR8725061,50
ERR433708,50
SRR3660590,50
SRR8725803,50
SRR8726556,50
SRR8722835,50
SRR8722320,50
SRR7184051,50
SRR11140949,50
SRR8726313,50
SRR11130185,50
SRR3662375,50
SRR8725477,50
SRR3662079,50
SRR7190358,50
SRR3661183,50
SRR7190318,50
SRR11140946,50
ERR876483,16
SRR11152874,16
ERR433782,16
ERR326545,16
SRR3662803,16
ERR326512,16
SRR8722032,31
SRR11140905,31
SRR8725119,31
SRR3661961,31
SRR8722750,31
SRR11141542,31
SRR11152367,31
SRR7176196,31
SRR7175976,31
SRR8725058,31
SRR7176203,31
ERR505773,31
SRR8725064,31
SRR7176360,31
SRR8726543,31
ERR433549,31
SRR8721929,31
SRR11141460,31
SRR8722392,31
SRR8725101,31
SRR11152757,31
SRR8726608,31
SRR8722538,31
SRR8725486,31
SRR8725206,31
SRR11130580,31
SRR7183989,31
SRR8725010,31
ERR505777,31
SRR11130205,31
SRR11152825,31
ERR433785,31
SRR11152444,31
ERR433515,31
ERR876464,31
ERR326474,31
SRR11130634,31
SRR8722347,31
SRR8725273,31
SRR11152723,31
ERR449117,31
SRR11152273,31
SRR8725314,31
SRR7175693,31
ERR505750,31
SRR7184040,31
SRR11141469,31
ERR433635,31
ERR326500,31
SRR7176017,31
SRR11152820,31
SRR7175836,31
SRR8722147,31
ERR433910,31
ERR876475,31
SRR8725964,31
SRR7176516,31
ERR433530,31
ERR433555,31
SRR8722741,31
SRR11140996,31
SRR7175780,31
SRR11152712,31
SRR3661691,31
SRR7176259,31
SRR7183995,31
SRR8726124,31
SRR3661348,31
SRR7183404,31
SRR11152703,31
SRR7176421,31
SRR7184133,31
ERR425433,31
SRR7176253,31
SRR8726261,31
SRR7183405,31
SRR11152384,31
ERR425372,31
SRR7176309,31
SRR8725524,31
ERR438967,31
SRR11140892,31
SRR7183261,31
SRR8722793,31
SRR11140959,31
SRR7175831,31
ERR600096,31
SRR7176263,31
SRR11130023,31
SRR11130095,31
ERR449118,31
SRR7183275,31
ERR433517,31
ERR326590,31
SRR7176040,31
ERR449262,31
ERR425437,31
SRR2072319,31
SRR7176097,31
SRR8725014,31
SRR7175997,31
SRR11141559,31
SRR3663031,31
SRR11152259,31
SRR3661952,31
SRR7176094,31
ERR425482,31
SRR11152318,31
SRR11141327,31
SRR3661513,31
SRR11152403,31
SRR11152319,31
ERR425460,31
SRR7176442,31
SRR11141669,31
SRR11152751,31
SRR7176213,31
SRR8725672,31
ERR742622,31
ERR449193,31
SRR8725286,31
SRR7175719,31
SRR8726544,31
SRR3662306,31
ERR505770,31
SRR8726454,31
SRR8722024,31
SRR8722780,31
SRR7183266,31
ERR505996,31
SRR11152613,31
ERR425371,31
SRR3663459,31
SRR8722807,31
SRR3661963,31
ERR876433,31
SRR3662931,31
SRR2072291,31
SRR8725934,31
SRR7183611,31
SRR7176584,31
SRR8725369,31
SRR11141561,31
SRR3662428,31
ERR326480,31
SRR8725939,31
SRR11152510,31
SRR11141474,31
SRR8725083,31
SRR3661350,31
SRR3661671,31
SRR3661772,31
SRR3661632,31
SRR3661967,31
SRR8726276,31
SRR7183542,31
SRR8726252,31
SRR3663117,31
SRR3661565,31
SRR8725365,31
SRR8726607,31
SRR3663143,31
SRR8725525,31
SRR7176626,31
SRR8725009,31
SRR8725026,31
SRR11152255,31
ERR742644,31
SRR11152509,31
ERR505871,31
ERR425360,31
SRR8725220,31
SRR8726255,31
ERR433539,31
SRR7176189,31
SRR11152627,31
SRR8725223,31
SRR11141299,31
SRR8726002,31
SRR11152274,31
SRR3661916,31
ERR433993,31
SRR7172189,31
SRR11152807,31
SRR3663274,31
ERR425364,31
SRR7176216,31
SRR3663460,31
ERR425480,31
SRR11129991,31
SRR7175869,31
ERR433562,31
